model;identifier;name;description;currency;active;inception_date;closing_date;management_company;bank;relationship_manager;provider;logo;accounts;additional_information
portfolio.models.Portfolio;JPL;NOOR JPL;;EUR;True;2014-06-01;;NOOR;;NAVILLE Christian;;;"[{""name"": ""CC02052"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-06-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC02052"", ""type"": ""ACC_CURRENT"", ""bank"": """"}, {""name"": ""CC02250"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-06-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC02250"", ""type"": ""ACC_CURRENT"", ""bank"": """"}, {""name"": ""Security EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-06-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security EUR"", ""type"": ""ACC_SECURITY"", ""bank"": """"}]";
portfolio.models.Portfolio;JSOL;NOOR JSOL;;EUR;True;2013-12-10;;NOOR;;NAVILLE Christian;;;"[{""name"": ""CC00039"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-12-10"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00039"", ""type"": ""ACC_CURRENT"", ""bank"": """"}, {""name"": ""CC02240"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-12-10"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC02240"", ""type"": ""ACC_CURRENT"", ""bank"": """"}, {""name"": ""Security EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-12-10"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security EUR"", ""type"": ""ACC_SECURITY"", ""bank"": """"}, {""name"": ""Security USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-12-10"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security USD"", ""type"": ""ACC_SECURITY"", ""bank"": """"}]";
portfolio.models.Portfolio;JT;NOOR JT;;EUR;True;2014-01-01;;NOOR;;NAVILLE Christian;;;"[{""name"": ""CC02055"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC02055"", ""type"": ""ACC_CURRENT"", ""bank"": """"}, {""name"": ""Security EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security EUR"", ""type"": ""ACC_SECURITY"", ""bank"": """"}]";
portfolio.models.Portfolio;KATE;NOOR KATE;;EUR;True;2013-02-22;;NOOR;;NAVILLE Christian;;;"[{""name"": ""CC02057"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-02-22"", ""current_amount_portfolio"": 0.0, ""currency"": ""CHF"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC02057"", ""type"": ""ACC_CURRENT"", ""bank"": """"}, {""name"": ""C/C USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-02-22"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C USD"", ""type"": ""ACC_CURRENT"", ""bank"": """"}, {""name"": ""Security EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-02-22"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security EUR"", ""type"": ""ACC_SECURITY"", ""bank"": """"}, {""name"": ""Security USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-02-22"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security USD"", ""type"": ""ACC_SECURITY"", ""bank"": """"}]";
portfolio.models.Portfolio;KAUK;NOOR KAUK;;CHF;True;2013-09-01;;NOOR;;NAVILLE Christian;;;"[{""name"": ""CC00040"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-09-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""CHF"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00040"", ""type"": ""ACC_CURRENT"", ""bank"": """"}, {""name"": ""CC00045"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-09-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""CHF"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00045"", ""type"": ""ACC_CURRENT"", ""bank"": """"}, {""name"": ""CC00041"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-09-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00041"", ""type"": ""ACC_CURRENT"", ""bank"": """"}, {""name"": ""CC00042"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-09-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00042"", ""type"": ""ACC_CURRENT"", ""bank"": """"}, {""name"": ""CC00043"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-09-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00043"", ""type"": ""ACC_CURRENT"", ""bank"": """"}, {""name"": ""CC00044"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-09-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00044"", ""type"": ""ACC_CURRENT"", ""bank"": """"}, {""name"": ""Security AUD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-09-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""AUD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security AUD"", ""type"": ""ACC_SECURITY"", ""bank"": """"}, {""name"": ""Security CHF"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-09-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""CHF"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security CHF"", ""type"": ""ACC_SECURITY"", ""bank"": """"}, {""name"": ""Security EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-09-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security EUR"", ""type"": ""ACC_SECURITY"", ""bank"": """"}, {""name"": ""Security USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-09-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security USD"", ""type"": ""ACC_SECURITY"", ""bank"": """"}]";
portfolio.models.Portfolio;KITY;NOOR KITI;;CHF;True;2013-09-01;;NOOR;;NAVILLE Christian;;;"[{""name"": ""CC02065"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-09-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""CHF"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC02065"", ""type"": ""ACC_CURRENT"", ""bank"": """"}, {""name"": ""C/C USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-09-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C USD"", ""type"": ""ACC_CURRENT"", ""bank"": """"}, {""name"": ""Security EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-09-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security EUR"", ""type"": ""ACC_SECURITY"", ""bank"": """"}, {""name"": ""Security USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-09-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security USD"", ""type"": ""ACC_SECURITY"", ""bank"": """"}]";
portfolio.models.Portfolio;KURA;NOOR KURA;;EUR;True;2014-04-01;;NOOR;;NAVILLE Christian;;;"[{""name"": ""CC02334"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-04-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""CHF"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC02334"", ""type"": ""ACC_CURRENT"", ""bank"": """"}, {""name"": ""CC02257"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-04-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC02257"", ""type"": ""ACC_CURRENT"", ""bank"": """"}]";
portfolio.models.Portfolio;LAS;NOOR LAS;;CHF;True;2014-01-01;;NOOR;;NAVILLE Christian;;;"[{""name"": ""CC02251"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC02251"", ""type"": ""ACC_CURRENT"", ""bank"": """"}, {""name"": ""Security EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security EUR"", ""type"": ""ACC_SECURITY"", ""bank"": """"}]";
portfolio.models.Portfolio;LUNOM;NOOR LUNOM;;EUR;True;2015-03-01;;NOOR;;NAVILLE Christian;;;"[{""name"": ""CC02280"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2015-03-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""CHF"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC02280"", ""type"": ""ACC_CURRENT"", ""bank"": """"}, {""name"": ""CC02278"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2015-03-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC02278"", ""type"": ""ACC_CURRENT"", ""bank"": """"}, {""name"": ""CC02397"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2015-03-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""GBP"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC02397"", ""type"": ""ACC_CURRENT"", ""bank"": """"}, {""name"": ""CC02279"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2015-03-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC02279"", ""type"": ""ACC_CURRENT"", ""bank"": """"}, {""name"": ""LIQFWDCHF"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2015-03-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""CHF"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""LIQFWDCHF"", ""type"": ""ACC_FORWARD"", ""bank"": """"}, {""name"": ""LIQFWDEUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2015-03-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""LIQFWDEUR"", ""type"": ""ACC_FORWARD"", ""bank"": """"}, {""name"": ""Security CHF"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2015-03-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""CHF"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security CHF"", ""type"": ""ACC_SECURITY"", ""bank"": """"}, {""name"": ""Security EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2015-03-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security EUR"", ""type"": ""ACC_SECURITY"", ""bank"": """"}, {""name"": ""Security GBp"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2015-03-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""GBp"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security GBp"", ""type"": ""ACC_SECURITY"", ""bank"": """"}, {""name"": ""Security GBP"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2015-03-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""GBP"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security GBP"", ""type"": ""ACC_SECURITY"", ""bank"": """"}, {""name"": ""Security USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2015-03-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security USD"", ""type"": ""ACC_SECURITY"", ""bank"": """"}]";
portfolio.models.Portfolio;NOOR MAHO;NOOR MAHO;;EUR;True;2016-01-01;;NOOR;;;;;"[{""name"": ""C/C EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2016-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C EUR"", ""type"": ""ACC_CURRENT"", ""bank"": """"}, {""name"": ""C/C USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2016-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C USD"", ""type"": ""ACC_CURRENT"", ""bank"": """"}, {""name"": ""Security EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2016-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security EUR"", ""type"": ""ACC_SECURITY"", ""bank"": """"}, {""name"": ""Security USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2016-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security USD"", ""type"": ""ACC_SECURITY"", ""bank"": """"}]";
portfolio.models.Portfolio;MAKE;NOOR MAKE;;EUR;True;2014-04-01;;NOOR;;NAVILLE Christian;;;"[{""name"": ""CC02258"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-04-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC02258"", ""type"": ""ACC_CURRENT"", ""bank"": """"}, {""name"": ""Security EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-04-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security EUR"", ""type"": ""ACC_SECURITY"", ""bank"": """"}]";
portfolio.models.Portfolio;MAMI;NOOR MAMI;;EUR;True;2013-08-31;;NOOR;;NAVILLE Christian;;;"[{""name"": ""CC00074"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-08-31"", ""current_amount_portfolio"": 0.0, ""currency"": ""CHF"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00074"", ""type"": ""ACC_CURRENT"", ""bank"": """"}, {""name"": ""CC00046"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-08-31"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00046"", ""type"": ""ACC_CURRENT"", ""bank"": """"}, {""name"": ""CC00075"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-08-31"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00075"", ""type"": ""ACC_CURRENT"", ""bank"": """"}, {""name"": ""Security CHF"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-08-31"", ""current_amount_portfolio"": 0.0, ""currency"": ""CHF"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security CHF"", ""type"": ""ACC_SECURITY"", ""bank"": """"}, {""name"": ""Security EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-08-31"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security EUR"", ""type"": ""ACC_SECURITY"", ""bank"": """"}, {""name"": ""Security USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-08-31"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security USD"", ""type"": ""ACC_SECURITY"", ""bank"": """"}]";
portfolio.models.Portfolio;MART;NOOR MART;;EUR;True;2014-01-01;;NOOR;;NAVILLE Christian;;;"[{""name"": ""CC02050"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC02050"", ""type"": ""ACC_CURRENT"", ""bank"": """"}, {""name"": ""CC02085"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC02085"", ""type"": ""ACC_CURRENT"", ""bank"": """"}, {""name"": ""Security EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security EUR"", ""type"": ""ACC_SECURITY"", ""bank"": """"}, {""name"": ""Security USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security USD"", ""type"": ""ACC_SECURITY"", ""bank"": """"}]";
portfolio.models.Portfolio;MATA;NOOR MATA;;EUR;True;2014-01-01;;NOOR;;NAVILLE Christian;;;"[{""name"": ""CC02331"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC02331"", ""type"": ""ACC_CURRENT"", ""bank"": """"}, {""name"": ""CC02332"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC02332"", ""type"": ""ACC_CURRENT"", ""bank"": """"}]";
portfolio.models.Portfolio;MS;NOOR MS;;EUR;True;2014-12-01;;NOOR;;NAVILLE Christian;;NOOR_LOGO.png;"[{""name"": ""CC02262"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-12-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC02262"", ""type"": ""ACC_CURRENT"", ""bank"": """"}, {""name"": ""Security EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-12-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security EUR"", ""type"": ""ACC_SECURITY"", ""bank"": """"}]";
portfolio.models.Portfolio;NUKU;NOOR NUKU;;EUR;True;2014-04-01;;NOOR;;NAVILLE Christian;;;"[{""name"": ""CC02259"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-04-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC02259"", ""type"": ""ACC_CURRENT"", ""bank"": """"}, {""name"": ""Security EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-04-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security EUR"", ""type"": ""ACC_SECURITY"", ""bank"": """"}]";
portfolio.models.Portfolio;NZ;NOOR NZ;;EUR;True;2014-04-01;;NOOR;;NAVILLE Christian;;;"[{""name"": ""CC02393"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-04-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""CHF"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC02393"", ""type"": ""ACC_CURRENT"", ""bank"": """"}, {""name"": ""CC01926"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-04-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC01926"", ""type"": ""ACC_CURRENT"", ""bank"": """"}, {""name"": ""CC02128"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-04-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC02128"", ""type"": ""ACC_CURRENT"", ""bank"": """"}, {""name"": ""LIQFWDCHF"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-04-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""CHF"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""LIQFWDCHF"", ""type"": ""ACC_FORWARD"", ""bank"": """"}, {""name"": ""LIQFWDEUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-04-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""LIQFWDEUR"", ""type"": ""ACC_FORWARD"", ""bank"": """"}, {""name"": ""LIQFWDUSD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-04-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""LIQFWDUSD"", ""type"": ""ACC_FORWARD"", ""bank"": """"}, {""name"": ""Security CHF"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-04-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""CHF"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security CHF"", ""type"": ""ACC_SECURITY"", ""bank"": """"}, {""name"": ""Security EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-04-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security EUR"", ""type"": ""ACC_SECURITY"", ""bank"": """"}, {""name"": ""Security USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-04-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security USD"", ""type"": ""ACC_SECURITY"", ""bank"": """"}]";
portfolio.models.Portfolio;ORA;NOOR ORA;;USD;True;2014-04-01;;NOOR;;NAVILLE Christian;;;"[{""name"": ""CC02260"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-04-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC02260"", ""type"": ""ACC_CURRENT"", ""bank"": """"}]";
portfolio.models.Portfolio;PIT;NOOR PIT;;EUR;True;2010-04-01;;NOOR;;NAVILLE Christian;;;"[{""name"": ""CC02047"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2010-04-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC02047"", ""type"": ""ACC_CURRENT"", ""bank"": """"}, {""name"": ""Security EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2010-04-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security EUR"", ""type"": ""ACC_SECURITY"", ""bank"": """"}]";
portfolio.models.Portfolio;VAL;NOOR RANG;;CHF;True;2012-12-30;;NOOR;;NAVILLE Christian;;;"[{""name"": ""CC00069"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2012-12-30"", ""current_amount_portfolio"": 0.0, ""currency"": ""CHF"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00069"", ""type"": ""ACC_CURRENT"", ""bank"": """"}, {""name"": ""CC00072"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2012-12-30"", ""current_amount_portfolio"": 0.0, ""currency"": ""CHF"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00072"", ""type"": ""ACC_CURRENT"", ""bank"": """"}, {""name"": ""CC00048"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2012-12-30"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00048"", ""type"": ""ACC_CURRENT"", ""bank"": """"}, {""name"": ""CC00071"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2012-12-30"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00071"", ""type"": ""ACC_CURRENT"", ""bank"": """"}, {""name"": ""CC00070"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2012-12-30"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00070"", ""type"": ""ACC_CURRENT"", ""bank"": """"}, {""name"": ""CC00073"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2012-12-30"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00073"", ""type"": ""ACC_CURRENT"", ""bank"": """"}, {""name"": ""Security EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2012-12-30"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security EUR"", ""type"": ""ACC_SECURITY"", ""bank"": """"}, {""name"": ""Security USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2012-12-30"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security USD"", ""type"": ""ACC_SECURITY"", ""bank"": """"}]";
